city_name,AQI,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3,coord.lon,coord.lat,Year,Month
Bacoor,51.26907631,725.428996,1.525301205,17.92248996,57.02329317,10.1002008,32.51297189,45.84449799,4.250722892,120.929,14.459,2024,10
Bago City,54.52016129,350.4087097,0.109637097,4.320483871,44.29842742,1.682741935,6.79233871,8.531129032,2.513145161,122.8333,10.5333,2024,10
Baguio,49.27710843,392.2934538,0.046506024,4.247590361,40.86726908,1.682650602,11.58257028,13.0537751,2.364216867,120.5931,16.4164,2024,10
Bais,53.5502008,336.9233333,0.049156627,2.429759036,27.88164659,0.552650602,7.286345382,8.319437751,4.483694779,123.1228,9.5911,2024,10
Balanga,49.20481928,453.7553414,0.271726908,7.55935743,39.04670683,2.314939759,13.13433735,16.04409639,2.651606426,120.5361,14.6761,2024,10
Batac City,47.64516129,264.8422984,0.029798387,1.464798387,59.55919355,0.505967742,4.860241935,6.387620968,1.094314516,120.5649,18.0554,2024,10
Batangas City,46.37751004,412.7356627,0.971526104,17.16425703,39.47385542,9.935863454,13.25333333,15.38927711,6.115943775,121.05,13.75,2024,10
Bayawan,55.83935743,331.4408032,0.032409639,2.534618474,32.12875502,0.519959839,6.44064257,7.077349398,2.743815261,122.8011,9.3636,2024,10
Baybay,50.04819277,232.0220482,0.017911647,0.849879518,45.907751,10.33060241,4.671967871,5.141285141,0.206947791,123.7135,13.4083,2024,10
Bayugan,49.42168675,314.6575904,0.074176707,2.420803213,22.18136546,0.571124498,4.086987952,4.663253012,1.155542169,125.7675,8.7561,2024,10
Bi?an,53.40160643,929.8559839,6.657269076,23.08056225,35.80895582,16.44176707,34.64072289,41.53437751,5.889036145,121.0807,14.3427,2024,10
Bislig,50.30522088,409.0893976,0.162128514,7.982891566,28.47076305,1.535220884,7.386104418,8.399437751,2.138835341,125.0336,11.0725,2024,10
Bogo,48.59036145,270.1593173,0.027429719,2.177630522,38.13389558,1.153534137,3.499959839,3.995301205,0.542128514,124.0055,11.0517,2024,10
Borongan,52,235.1651406,0.024337349,1.643012048,26.40172691,0.838353414,2.554618474,2.862650602,0.327911647,125.4319,11.6081,2024,10
Butuan,51.2811245,321.7757831,0.026907631,2.113212851,31.89751004,0.430682731,3.617349398,3.982851406,1.02248996,125.5436,8.9492,2024,10
Cabadbaran,48.90763052,312.8216064,0.020120482,1.498353414,35.74911647,0.358433735,3.027269076,3.240963855,0.49811245,125.5344,9.1236,2024,10
Cabanatuan City,47.24096386,685.0061044,1.593574297,10.19192771,33.64851406,1.94373494,23.3246988,26.00076305,3.69935743,120.9667,15.4833,2024,10
Cabuyao,53.2248996,929.8559839,6.657269076,23.08056225,35.80895582,16.44176707,34.64072289,41.53437751,5.889036145,121.1262,14.2726,2024,10
Cadiz,48.00803213,284.9654217,0.028634538,1.519678715,43.65759036,0.75935743,3.784578313,4.332891566,0.695421687,123.2856,10.9506,2024,10
Cagayan de Oro,50.67871486,423.6274297,0.091485944,5.13124498,41.56445783,1.931485944,7.55184739,8.744658635,3.641927711,124.6472,8.4822,2024,10
Calaca,45.66666667,344.9061847,0.296345382,8.2137751,41.18084337,5.324337349,10.75646586,13.51257028,2.791084337,120.8133,13.9324,2024,10
Calamba,52.55421687,929.8559839,6.657269076,23.08056225,35.80895582,16.44176707,34.64072289,41.53437751,5.889036145,121.1653,14.2117,2024,10
Calapan,53.48594378,262.8336948,0.182329317,6.249196787,54.95060241,4.553614458,6.278433735,7.340722892,0.154417671,121.1803,13.4117,2024,10
Calbayog City,49.1686747,246.5460643,0.020281124,1.217550201,27.21582329,5.957550201,6.272690763,6.728032129,0.555983936,124.6,12.0667,2024,10
Caloocan City,49.10441767,755.1477108,1.746666667,17.77220884,42.08787149,7.397188755,26.9626506,38.23899598,7.676506024,120.9667,14.65,2024,10
Candon,47,313.6793574,0.022449799,1.61313253,53.55935743,0.655943775,7.813654618,8.855742972,1.485381526,120.4517,17.1947,2024,10
Canlaon,52.63052209,457.294498,0.172409639,7.677108434,30.47341365,1.440923695,12.84690763,13.91353414,6.709317269,123.1964,10.3864,2024,10
Carcar,50.55421687,328.0826908,0.060321285,3.946827309,39.96851406,2.730803213,7.586506024,10.36032129,4.04746988,123.6402,10.1061,2024,10
Carmona,51.30923695,929.8559839,6.657269076,23.08056225,35.80895582,16.44176707,34.64072289,41.53437751,5.889036145,121.0576,14.3132,2024,10
Catbalogan,51.42570281,261.7811245,0.024297189,1.611204819,32.14522088,2.177148594,4.434417671,4.856024096,0.896305221,124.8861,11.7753,2024,10
Cauayan,52.74297189,386.5424498,0.185662651,5.513935743,31.10995984,0.886787149,8.432208835,10.10610442,13.1453012,121.7725,16.9347,2024,10
Cavite City,48.73895582,725.428996,1.525301205,17.92248996,57.02329317,10.1002008,32.51297189,45.84449799,4.250722892,120.9169,14.4825,2024,10
Cebu City,52.81124498,460.6722088,0.200401606,7.870562249,30.58092369,4.98502008,13.6911245,16.98550201,7.562409639,123.8907,10.3167,2024,10
City of Marikina,50.02811245,991.9748193,8.479839357,19.94305221,32.20618474,15.45654618,38.4962249,52.23301205,7.241726908,121.1,14.6333,2024,10
City of Masbate,50.79518072,242.1023293,0.01562249,1.438875502,34.35570281,1.410562249,5.035903614,5.656506024,1.109116466,123.5833,12.3333,2024,10
City of Passi,49.30120482,575.4061446,0.939558233,8.550080321,20.98453815,1.676425703,17.42714859,19.55493976,8.028032129,122.65,11.15,2024,10
City of Sorsogon,49.6184739,270.6691968,0.03060241,2.420200803,34.03650602,6.534618474,8.143614458,8.985502008,1.652891566,123.9833,12.9833,2024,10
Cotabato,53.01606426,394.176506,0.064578313,2.678232932,23.92413655,0.387309237,6.431927711,7.448032129,2.563534137,124.2464,7.2236,2024,10
Dagupan,47.23293173,269.6097189,0.037550201,1.681726908,34.17068273,0.30253012,4.077911647,4.614457831,1.46497992,121.5047,17.7061,2024,10
Danao,48,328.8936546,0.070722892,4.335220884,36.98963855,2.247911647,6.930522088,7.778554217,1.864216867,124.0272,10.5208,2024,10
Dapitan,48.32128514,460.6722088,0.200401606,7.870562249,30.58092369,4.98502008,13.6911245,16.98550201,7.562409639,123.9469,10.2706,2024,10
Dasmari?as,53.59437751,700.2944578,1.048875502,18.97522088,48.21385542,9.83626506,29.65899598,35.92582329,3.078835341,120.9367,14.3294,2024,10
Davao,49.99598394,646.2319277,0.777590361,18.92514056,35.3637751,5.7737751,11.93457831,14.15763052,7.052570281,125.6128,7.0731,2024,10
Digos,47.19277108,348.3244578,0.055502008,2.459759036,27.78562249,0.39562249,4.250040161,4.785502008,1.658594378,125.3572,6.7497,2024,10
Dipolog,48.437751,302.1571084,0.014819277,0.689919679,39.68594378,0.263052209,2.435301205,2.751686747,0.402771084,123.3414,8.5894,2024,10
Dumaguete,49.36546185,308.6924096,0.04,2.588353414,35.24108434,1.131044177,5.246746988,5.882610442,2.592650602,123.3081,9.3103,2024,10
El Salvador,47.5,334.4193145,0.023709677,1.581572581,41.08717742,0.777419355,4.050685484,4.420040323,1.512056452,124.5225,8.5631,2024,10
Escalante,52.17670683,284.9585542,0.028473896,1.357108434,43.31413655,0.624216867,3.739437751,4.493975904,0.577309237,123.4992,10.8403,2024,10
Gapan,49.62650602,718.0561446,1.663614458,11.57859438,31.9137751,2.29939759,23.73534137,28.17240964,5.91188755,120.9464,15.3072,2024,10
General Santos,50.01204819,408.2651807,0.064578313,3.707871486,20.33943775,0.599919679,7.195783133,8.060682731,3.06313253,125.1717,6.1128,2024,10
General Trias,47.27016129,701.6915726,1.052217742,19.03100806,47.91221774,9.822096774,29.69205645,35.96947581,3.083266129,120.8817,14.3869,2024,10
Gingoog City,51.34939759,305.1134137,0.015943775,0.99626506,41.66008032,0.295702811,2.635542169,2.809317269,0.609759036,125.1167,8.8333,2024,10
Himamaylan,48.69879518,407.4472691,0.091285141,4.119919679,43.99554217,0.915100402,10.71100402,11.93156627,4.246024096,122.8706,10.0989,2024,10
Ilagan,50.01204819,453.7821285,0.178032129,5.641325301,35.92192771,0.776746988,10.96068273,12.43518072,7.162851406,121.8892,17.1485,2024,10
Iligan City,50.72690763,352.7146586,0.055863454,3.130481928,42.08951807,2.360522088,5.261646586,5.944779116,1.066305221,124.4,8.25,2024,10
Iloilo City,50.57028112,474.0103614,0.492730924,6.596345382,26.56417671,1.409437751,11.99449799,13.40453815,6.57248996,122.55,10.75,2024,10
Imus,51.91566265,725.428996,1.525301205,17.92248996,57.02329317,10.1002008,32.51297189,45.84449799,4.250722892,120.9367,14.4297,2024,10
Iriga City,48.80722892,331.3872691,0.112128514,4.127068273,29.27409639,10.32706827,10.27955823,11.64931727,4.305060241,123.4167,13.4167,2024,10
Isabela,48.54618474,370.3222892,0.104618474,3.821767068,46.92084337,1.292690763,8.574779116,9.760682731,3.395742972,122.9888,10.2048,2024,10
Kabankalan,49.89959839,450.7189157,0.157951807,6.557108434,34.4437751,1.205983936,12.13606426,13.28172691,7.457389558,122.8122,9.9889,2024,10
Kidapawan,52.14056225,605.815743,0.267991968,10.92477912,28.30008032,2.024738956,17.52425703,19.81445783,14.76650602,125.0894,7.0083,2024,10
Koronadal,49.22891566,554.9034538,0.224738956,7.759317269,21.82277108,1.257269076,12.73473896,14.8160241,9.818232932,124.8469,6.5031,2024,10
La Carlota,53.34136546,350.0068273,0.109196787,4.305542169,44.32160643,1.676907631,6.774497992,8.509236948,2.503975904,122.9208,10.4233,2024,10
Lamitan,48.85140562,301.5744578,0.04815261,3.302289157,21.1339759,0.651726908,2.949156627,3.366385542,2.700843373,125.7022,6.0872,2024,10
Laoag,50.35341365,264.7706426,0.029678715,1.460281124,59.51819277,0.50497992,4.857590361,6.380763052,1.09,120.5936,18.1989,2024,10
Lapu-Lapu City,46.91967871,460.6722088,0.200401606,7.870562249,30.58092369,4.98502008,13.6911245,16.98550201,7.562409639,123.9494,10.3103,2024,10
Las Pi?as,49.5502008,725.428996,1.525301205,17.92248996,57.02329317,10.1002008,32.51297189,45.84449799,4.250722892,120.9828,14.4506,2024,10
Legazpi City,47.75502008,322.8213253,0.084136546,3.748192771,29.67522088,9.41811245,12.42180723,13.51566265,1.897148594,123.7333,13.1333,2024,10
Ligao,50.65863454,303.5046185,0.048594378,2.49939759,34.07305221,9.16188755,10.53156627,11.37791165,1.076706827,123.5325,13.2403,2024,10
Lipa City,49.6746988,321.6146586,0.153373494,7.613493976,49.06293173,5.261445783,9.258995984,12.1160241,2.285742972,121.1667,13.95,2024,10
Lucena,50.42971888,420.6646988,0.274899598,4.669437751,23.06554217,0.889759036,10.31453815,11.4448996,4.288313253,122.5967,10.8794,2024,10
Maasin,48.98393574,420.6646988,0.274899598,4.669437751,23.06554217,0.889759036,10.31453815,11.4448996,4.288313253,122.4347,10.8925,2024,10
Mabalacat City,51.52208835,435.18249,0.120361446,5.978313253,36.39180723,1.478353414,13.78445783,15.59843373,5.124337349,120.5736,15.2216,2024,10
Makati City,49.14056225,1821.962651,22.70859438,38.26088353,30.49192771,30.65257028,74.86076305,92.06594378,12.03718876,121.0327,14.5503,2024,10
Malabon,45.19678715,308.946988,0.050361446,3.637188755,60.06706827,3.323895582,12.7235743,14.85859438,0.414176707,119.9379,15.6361,2024,10
Malaybalay,47.72690763,364.953253,0.056385542,4.945461847,19.28212851,0.783574297,6.718514056,8.11751004,6.222891566,125.0833,8.15,2024,10
Malolos,49.34939759,698.7934137,1.50248996,14.22554217,32.09417671,4.22253012,21.85345382,28.91815261,6.93502008,120.8117,14.8419,2024,10
Mandaluyong City,53.40562249,1821.962651,22.70859438,38.26088353,30.49192771,30.65257028,74.86076305,92.06594378,12.03718876,121.0409,14.5832,2024,10
Mandaue City,50.79518072,460.6722088,0.200401606,7.870562249,30.58092369,4.98502008,13.6911245,16.98550201,7.562409639,123.9333,10.3333,2024,10
Manila,51.55823293,755.1477108,1.746666667,17.77220884,42.08787149,7.397188755,26.9626506,38.23899598,7.676506024,120.9822,14.6042,2024,10
Marawi,48.87148594,542.5706827,0.228795181,9.763413655,21.63843373,1.83373494,15.43012048,17.58445783,17.11116466,124.2928,7.9986,2024,10
Mati,53.21686747,276.0309237,0.024457831,1.107269076,41.66088353,0.470441767,2.245180723,2.340321285,0.214216867,125.4708,9.7339,2024,10
Meycauayan,50.20080321,755.1477108,1.746666667,17.77220884,42.08787149,7.397188755,26.9626506,38.23899598,7.676506024,120.9608,14.7369,2024,10
Mu?oz,50.80321285,617.1834538,1.161606426,9.612289157,33.20429719,1.918433735,20.61827309,23.82795181,5.58060241,120.9031,15.7161,2024,10
Naga,51.562249,252.0157028,0.034257028,1.762048193,36.8664257,3.376385542,4.459678715,5.367911647,0.904417671,123.1814,13.6192,2024,10
Navotas,47.562249,755.1477108,1.746666667,17.77220884,42.08787149,7.397188755,26.9626506,38.23899598,7.676506024,120.95,14.6667,2024,10
Olongapo,50.61044177,348.7401205,0.035060241,2.938353414,40.13987952,1.22815261,11.18108434,12.79128514,1.430281124,120.2828,14.8292,2024,10
Ormoc,49.26104418,367.1051004,0.105702811,5.9562249,25.4062249,2.030240964,7.484738956,8.691405622,4.239477912,124.6075,11.0064,2024,10
Oroquieta,48.98795181,320.8642169,0.018032129,1.301445783,32.33911647,0.307228916,3.490120482,3.905582329,1.761646586,123.8044,8.4858,2024,10
Ozamiz City,50.10040161,389.8200803,0.069236948,5.350240964,22.65293173,1.14373494,6.308995984,7.31373494,4.587228916,123.8333,8.15,2024,10
Pagadian,50.29718876,462.515261,0.122891566,7.058915663,17.41208835,1.473012048,9.81060241,11.06164659,10.33742972,123.437,7.8257,2024,10
Palayan City,47.63453815,746.2805622,2.280682731,14.08405622,31.29815261,3.494176707,23.1364257,26.27405622,12.46465863,121.0833,15.55,2024,10
Panabo,45.55421687,451.1881928,0.243413655,8.907871486,24.03771084,2.252128514,8.456987952,10.03168675,3.924337349,125.6842,7.3081,2024,10
Paranaque City,48.36144578,1821.962651,22.70859438,38.26088353,30.49192771,30.65257028,74.86076305,92.06594378,12.03718876,121.0175,14.4816,2024,10
Pasig,50.85943775,1821.962651,22.70859438,38.26088353,30.49192771,30.65257028,74.86076305,92.06594378,12.03718876,121.065,14.587,2024,10
Puerto Princesa City,47.78313253,298.9604016,0.018594378,1.624016064,35.54606426,0.628554217,2.437791165,2.746385542,0.7437751,118.7333,9.7333,2024,10
Quezon City,49.17670683,991.9748193,8.479839357,19.94305221,32.20618474,15.45654618,38.4962249,52.23301205,7.241726908,121.0333,14.6333,2024,10
Roxas,48.74297189,341.9638153,0.105220884,3.346385542,32.18574297,0.506586345,6.680080321,7.806626506,3.440562249,121.6201,17.1189,2024,10
Sagay,50.6064257,284.9585542,0.028473896,1.357108434,43.31413655,0.624216867,3.739437751,4.493975904,0.577309237,123.4242,10.9447,2024,10
Samal,46.91967871,453.7553414,0.271726908,7.55935743,39.04670683,2.314939759,13.13433735,16.04409639,2.651606426,120.5431,14.7678,2024,10
San Carlos,48.95582329,685.0061044,1.593574297,10.19192771,33.64851406,1.94373494,23.3246988,26.00076305,3.69935743,120.8931,15.5448,2024,10
San Fernando,48.53413655,350.5700402,0.034899598,1.997710843,63.2337751,1.114096386,11.4573494,13.48080321,0.866345382,120.3166,16.6159,2024,10
San Jose,47.85542169,320.6561847,0.083092369,2.731767068,37.59947791,0.40373494,6.071566265,7.145582329,2.358835341,121.8712,17.8927,2024,10
San Jose del Monte,49.37349398,521.732249,1.029116466,9.658032129,33.02911647,4.055301205,16.6224498,23.75742972,4.945582329,121.0453,14.8139,2024,10
San Juan,51.26104418,292.0565462,0.019437751,1.670923695,51.80586345,0.479718876,5.951526104,7.246787149,2.017871486,120.4583,17.7422,2024,10
San Pablo,47.99196787,723.2567871,2.201646586,15.91024096,32.53542169,5.150522088,20.5488755,26.80024096,8.211004016,120.6197,14.9696,2024,10
San Pedro,51.91164659,409.5586747,0.111445783,4.866746988,36.71413655,0.714939759,8.993975904,10.50208835,6.351927711,121.8833,17.2,2024,10
Santa Rosa,52.93172691,685.0061044,1.593574297,10.19192771,33.64851406,1.94373494,23.3246988,26.00076305,3.69935743,120.9378,15.4238,2024,10
Santiago,49.57831325,301.0179116,0.024096386,1.558273092,49.85345382,0.578915663,7.140361446,8.238915663,1.627670683,120.4449,17.2939,2024,10
Santo Tomas,49.15261044,333.759759,0.083694779,3.220240964,34.907751,0.494257028,6.243052209,7.296947791,2.581285141,121.7645,17.3997,2024,10
Silay City,50.97590361,310.2610442,0.092730924,3.120040161,43.79281124,1.33939759,5.476666667,6.983855422,1.024698795,122.9667,10.8,2024,10
Sipalay,51.19277108,349.2429317,0.043293173,3.035381526,43.42481928,0.785943775,6.449518072,7.014136546,2.562088353,122.4042,9.7519,2024,10
Surigao City,49.12851406,276.0309237,0.024457831,1.107269076,41.66088353,0.470441767,2.245180723,2.340321285,0.214216867,125.5,9.75,2024,10
Tabaco,49.24497992,305.0462249,0.068232932,4.03502008,33.3939759,13.49341365,9.452771084,11.02911647,3.809678715,123.7336,13.3586,2024,10
Tabuk,49.64257028,267.6928112,0.022128514,1.388795181,31.52140562,0.263092369,3.859558233,4.403453815,1.371325301,121.4443,17.4189,2024,10
Tacloban City,51.14859438,290.648996,0.036987952,2.825220884,26.01771084,1.061646586,4.443694779,5.160883534,1.444899598,125,11.25,2024,10
Tacurong,48.73092369,572.7856225,0.667389558,7.135662651,19.56164659,0.948072289,13.93216867,15.69028112,7.977349398,124.6764,6.6925,2024,10
Tagaytay City,49.5502008,544.735743,1.102931727,13.41843373,37.88566265,6.346064257,20.95554217,25.68096386,3.130361446,120.9337,14.1059,2024,10
Taguig,50.73895582,1821.962651,22.70859438,38.26088353,30.49192771,30.65257028,74.86076305,92.06594378,12.03718876,121.0792,14.5243,2024,10
Talisay,50.08032129,240.2126104,0.026827309,1.799799197,39.44409639,1.097791165,3.172168675,3.951967871,0.570200803,122.9226,14.1343,2024,10
Tanauan,50.27309237,546.7731727,1.470441767,14.26995984,37.03192771,8.491726908,18.78369478,24.43104418,3.414939759,121.1498,14.0863,2024,10
Tandag,50.06827309,290.3476707,0.018232932,1.401084337,20.53345382,0.418875502,3.283172691,3.867590361,1.94502008,126.1986,9.0783,2024,10
Tangub,45.14859438,310.2610442,0.092730924,3.120040161,43.79281124,1.33939759,5.476666667,6.983855422,1.024698795,122.9306,10.6339,2024,10
Tanjay,47.58232932,336.9233333,0.049156627,2.429759036,27.88164659,0.552650602,7.286345382,8.319437751,4.483694779,123.1583,9.5153,2024,10
Tarlac City,49.54216867,562.1684337,0.669277108,10.16815261,33.5702008,2.389718876,19.36562249,22.46554217,8.08060241,120.5986,15.4889,2024,10
Tayabas,50.82329317,373.9683133,0.364176707,7.035060241,38.78975904,3.702931727,10.48184739,15.36240964,2.455783133,121.5911,14.0289,2024,10
Toledo City,47.4939759,322.4995181,0.050040161,2.796506024,46.71919679,1.801646586,7.128674699,9.452048193,2.513333333,123.6333,10.3833,2024,10
Tuguegarao,50.40963855,332.9081928,0.120200803,2.742329317,36.36485944,0.465461847,6.675381526,7.75811245,3.156104418,121.7269,17.6131,2024,10
Urdaneta,46.64658635,678.5980321,1.066064257,13.46405622,40.14409639,4.158875502,25.75811245,28.63144578,6.106184739,120.5711,15.9761,2024,10
Valencia,51.77108434,327.473253,0.04875502,4.024216867,31.87907631,1.882610442,5.651566265,6.300923695,1.746666667,124.5725,11.1089,2024,10
Valenzuela,48.85140562,755.1477108,1.746666667,17.77220884,42.08787149,7.397188755,26.9626506,38.23899598,7.676506024,120.9667,14.7,2024,10
Victorias,50.70281124,290.1332129,0.038674699,2.048955823,42.2924498,0.999236948,4.181807229,5.119919679,0.707148594,123.0778,10.9,2024,10
Vigan,50.53413655,285.7628112,0.019598394,1.194538153,59.4346988,0.564578313,6.794337349,8.546706827,1.075261044,120.3869,17.5747,2024,10
Zamboanga City,50.65863454,418.0780321,0.418232932,9.249116466,23.57791165,2.35124498,5.057590361,5.736586345,4.404096386,122.0696,6.9135,2024,10
Alaminos,52.20359281,358.1908383,0.082155689,3.884730539,51.70850299,1.658023952,12.6542515,15.53964072,2.593832335,119.9811,16.1561,2024,11
Angeles City,48.67065868,494.9435928,0.220419162,8.837964072,31.95676647,3.171077844,18.42856287,21.47520958,6.905209581,120.5833,15.15,2024,11
Antipolo,53.74251497,469.1901198,0.409401198,6.82497006,27.82359281,1.402215569,11.73922156,13.75586826,3.56994012,121.19,15.6181,2024,11
Bacolod,47.91616766,258.7341916,0.021377246,1.41988024,33.63227545,2.071017964,6.654491018,7.326467066,0.930419162,123.5085,12.2285,2024,11
Bacoor,49.74251497,778.9811976,1.462095808,19.94227545,65.26299401,13.40167665,40.7094012,57.32748503,5.143592814,120.929,14.459,2024,11
Bago City,53.44311377,366.415509,0.098443114,4.681197605,46.55107784,1.968802395,8.880658683,11.0497006,2.953353293,122.8333,10.5333,2024,11
Baguio,50.92215569,392.0395808,0.073473054,4.204431138,38.53778443,1.780958084,12.97592814,14.59491018,2.395988024,120.5931,16.4164,2024,11
Bais,49.18562874,336.015509,0.060419162,3.027005988,26.94520958,0.757724551,8.208862275,9.426107784,5.664790419,123.1228,9.5911,2024,11
Balanga,52.37724551,461.3553293,0.268443114,8.983532934,36.47467066,3.142754491,16.41676647,20.08580838,3.424850299,120.5361,14.6761,2024,11
Batac City,49.13173653,264.9805988,0.043473054,1.462814371,51.88161677,0.503293413,4.727365269,6.472814371,0.735449102,120.5649,18.0554,2024,11
Batangas City,48.43113772,420.1713174,0.41257485,15.6660479,41.55269461,10.18053892,16.45305389,19.31011976,5.111616766,121.05,13.75,2024,11
Bayawan,53.17365269,339.7029341,0.041556886,3.427964072,28.69143713,0.743473054,7.737125749,8.504790419,3.863473054,122.8011,9.3636,2024,11
Baybay,52.94011976,243.4844311,0.017964072,0.753233533,45.7542515,10.10275449,5.65760479,6.542275449,0.170419162,123.7135,13.4083,2024,11
Bayugan,47.97005988,301.6473054,0.064311377,2.528263473,19.28748503,0.599700599,4.307664671,5.013353293,1.125988024,125.7675,8.7561,2024,11
Bi?n,54.19161677,781.2198802,2.317005988,23.2191018,35.98778443,17.58838323,27.83071856,35.41898204,6.248982036,121.0807,14.3427,2024,11
Bislig,46.04191617,388.2318563,0.163473054,7.977664671,27.85628743,1.50988024,7.274610778,8.567065868,2.020479042,125.0336,11.0725,2024,11
Bogo,52.49101796,271.8162874,0.038862275,2.483473054,41.87401198,1.549041916,5.659281437,6.359221557,0.684311377,124.0055,11.0517,2024,11
Borongan,49.95209581,221.8279641,0.020898204,1.488383234,25.85233533,0.58491018,2.674610778,3.563592814,0.293892216,125.4319,11.6081,2024,11
Butuan,52.78443114,305.2852096,0.019341317,1.829700599,30.92389222,0.402634731,3.379461078,3.80748503,0.847784431,125.5436,8.9492,2024,11
Cabadbaran,53.38323353,304.6154491,0.023353293,1.765988024,34.27077844,0.464850299,3.200179641,3.567065868,0.637005988,125.5344,9.1236,2024,11
Cabanatuan City,50.97005988,627.4982635,0.895868263,10.3454491,33.46676647,2.179161677,22.4451497,25.59299401,3.548143713,120.9667,15.4833,2024,11
Cabuyao,51.76646707,781.2198802,2.317005988,23.2191018,35.98778443,17.58838323,27.83071856,35.41898204,6.248982036,121.1262,14.2726,2024,11
Cadiz,48.13772455,284.9876048,0.026287425,1.397664671,46.5648503,0.836586826,5.416287425,6.269461078,0.937844311,123.2856,10.9506,2024,11
Cagayan de Oro,51.28742515,462.0344311,0.096407186,5.92251497,45.71526946,2.098502994,10.61982036,12.3448503,4.821796407,124.6472,8.4822,2024,11
Calaca,46.82634731,361.3785629,0.303832335,8.195868263,45.32281437,6.359281437,14.66491018,18.23850299,3.202814371,120.8133,13.9324,2024,11
Calamba,49.20359281,781.2198802,2.317005988,23.2191018,35.98778443,17.58838323,27.83071856,35.41898204,6.248982036,121.1653,14.2117,2024,11
Calapan,51.81437126,296.1911377,0.185389222,5.932934132,59.9051497,5.349461078,9.680718563,11.36568862,0.265868263,121.1803,13.4117,2024,11
Calbayog City,49.28143713,238.687485,0.023173653,1.098323353,23.00796407,5.126946108,5.978622754,6.760838323,0.479161677,124.6,12.0667,2024,11
Caloocan City,51.5748503,928.0455689,2.494011976,23.1797006,44.14670659,11.04101796,42.5494012,57.06005988,8.573952096,120.9667,14.65,2024,11
Candon,50.41317365,316.8478443,0.045688623,2.098083832,49.02293413,0.774850299,7.836646707,9.01508982,1.678682635,120.4517,17.1947,2024,11
Canlaon,47.74251497,520.6572455,0.243892216,10.75838323,25.31772455,2.038982036,16.52718563,18.24461078,9.691856287,123.1964,10.3864,2024,11
Carcar,47.32934132,338.6736527,0.081796407,5.693832335,39.62790419,3.978682635,9.99508982,13.66161677,5.495568862,123.6402,10.1061,2024,11
Carmona,48.31736527,781.2198802,2.317005988,23.2191018,35.98778443,17.58838323,27.83071856,35.41898204,6.248982036,121.0576,14.3132,2024,11
Catbalogan,49.5988024,255.4969461,0.030958084,1.52005988,28.48760479,1.633712575,4.626706587,5.426886228,1.116886228,124.8861,11.7753,2024,11
Cauayan,46.8502994,385.2638323,0.426347305,4.805149701,32.20586826,0.752634731,8.524011976,10.2354491,9.238502994,121.7725,16.9347,2024,11
Cavite City,48.86227545,778.9811976,1.462095808,19.94227545,65.26299401,13.40167665,40.7094012,57.32748503,5.143592814,120.9169,14.4825,2024,11
Cebu City,50.4251497,472.8575449,0.226586826,8.988323353,28.24335329,5.609700599,16.58964072,20.4597006,7.683293413,123.8907,10.3167,2024,11
City of Marikina,47.36526946,1089.801737,6.992934132,25.55964072,31.47904192,18.68508982,43.51916168,59.44347305,8.451856287,121.1,14.6333,2024,11
City of Masbate,51.77844311,258.7341916,0.021377246,1.41988024,33.63227545,2.071017964,6.654491018,7.326467066,0.930419162,123.5833,12.3333,2024,11
City of Passi,49.10778443,562.0905389,0.526886228,8.61245509,23.3951497,1.915269461,18.1294012,20.36437126,7.800299401,122.65,11.15,2024,11
City of Sorsogon,52.30538922,278.101976,0.037784431,2.240299401,31.71107784,5.778562874,7.521736527,8.626347305,1.63994012,123.9833,12.9833,2024,11
Cotabato,48.63473054,477.1649102,0.058383234,3.548982036,26.84449102,0.528323353,11.04203593,12.30245509,3.418682635,124.2464,7.2236,2024,11
Dagupan,51.09580838,272.0264671,0.060179641,1.67988024,31.79742515,0.292035928,4.224311377,4.86491018,1.247844311,121.5047,17.7061,2024,11
Danao,46.07784431,323.2832335,0.086227545,5.407964072,37.78898204,2.786467066,9.337365269,10.38191617,1.828562874,124.0272,10.5208,2024,11
Dapitan,48.10778443,472.8575449,0.226586826,8.988323353,28.24335329,5.609700599,16.58964072,20.4597006,7.683293413,123.9469,10.2706,2024,11
Dasmari?s,51.4491018,610.9591018,0.594790419,15.7751497,52.02532934,10.12377246,25.00239521,33.06580838,3.55502994,120.9367,14.3294,2024,11
Davao,51.55688623,598.817006,0.596886228,15.12137725,30.73047904,4.471497006,12.61497006,14.56467066,5.448263473,125.6128,7.0731,2024,11
Digos,51.38554217,411.4619277,0.06313253,3.269879518,29.54722892,0.58626506,6.941445783,7.590481928,1.811927711,125.3572,6.7497,2024,11
Dipolog,53.40718563,303.8355689,0.019461078,0.934550898,44.20137725,0.407964072,2.874431138,3.097065868,0.588682635,123.3414,8.5894,2024,11
Dumaguete,47.41916168,317.5073653,0.039341317,4.056467066,34.5602994,1.912934132,6.185389222,7.018982036,3.906886228,123.3081,9.3103,2024,11
El Salvador,50.4251497,338.9234731,0.019820359,1.467125749,45.36952096,0.711497006,4.860898204,5.31245509,1.793592814,124.5225,8.5631,2024,11
Escalante,49.7005988,283.5588024,0.028682635,1.253832335,46.36508982,0.774251497,5.706826347,6.86754491,0.680179641,123.4992,10.8403,2024,11
